Year,USNRank,OrgRank,Ranking_Agency_USN,InstituteName,Master_col,State,PublicPrivate,OverAllScores,OverallScore,PeerAssessmentScore,GraduationRetentionRank,AverageFirstYearRetentionRate,PredictedGraduationRate,ActualGraduationRate,OverUnderperformance,PellGradrate,SocialMobilityRank,FacultyResourcesRank,PercentofClassesUnder20,PercentofClassesof50orMoreStudents,StudentFacultyRatio,Student_Faculty_Ratio,SelectivityRank,SATACT25thPercentile,SATACT75thPercentile,FirstYearStudentsTop10HSclass,AcceptanceRate,FinancialResourcesRank,AverageAlumniGivingRate
2020,185,185,USNews,Ohio University,Ohio University (Main campus),,public,39,39,3,187,80%,58%,64%,6,54%,297,300,32%,16%,17,17 to 1,184,21,26,17%,78%,219,4%
2020,240,240,USNews,Oklahoma City University,Oklahoma City University,,private,32,32,2.1,203,82%,70%,63%,-7,60%,186,169,71%,1%,10,10 to 1,204,23,29,31%,76%,200,4%
2020,192,192,USNews,Oklahoma State University,Oklahoma State University,,public,38,38,2.9,195,81%,65%,61%,-4,48%,265,246,38%,15%,19,19 to 1,159,22,28,27%,74%,219,9%
2020,263,263,USNews,Old Dominion University ,Old Dominion University,VA,public,29,29,2.6,261,80%,51%,52%,1,48%,147,280,36%,10%,17,17 to 1,310,990,1200,9%,87%,317,4%
2020,139,139,USNews,Oregon State University,Oregon State University,,public,45,45,3.1,176,84%,62%,67%,5,59%,176,280,31%,20%,17,17 to 1,163,1080,1310,28%,81%,132,9%
2020,293,293-381,USNews,Our Lady of the Lake University ,Our Lady of the Lake University,TX,private,,,1.8,,61%,38%,37%,,34%,49,,58%,0%,,,,910,1080,14%,93%,,12%
2020,202,202,USNews,Pace University ,Pace University,NY,private,36,36,2.5,247,79%,59%,56%,-3,53%,34,120,51%,3%,14,14 to 1,234,1060,1220,15%,76%,183,4%
2020,185,185,USNews,Pacific University ,Pacific University,OR,private,39,39,2.4,187,79%,62%,65%,3,52%,186,120,58%,3%,11,11 to 1,215,1060,1250,,85%,164,8%
2020,293,293-381,USNews,Palm Beach Atlantic University ,Palm Beach Atlantic University,FL,private,,,1.7,,75%,58%,54%,,45%,165,,63%,1%,,,,1000,1220,16%,95%,,2%
2020,57,57,USNews,Pennsylvania State U.--Univ. Park,Penn State (Main campus),,public,61,61,3.7,48,93%,73%,85%,12,77%,348,256,31%,17%,14,14 to 1,107,1160,1360,43%,56%,49,13%
2020,50,50,USNews,Pepperdine University ,Pepperdine University,CA,private,63,63,3.4,52,91%,80%,83%,3,84%,96,36,70%,3%,14,14 to 1,65,1220,1420,57%,36%,65,9%
2020,293,293-381,USNews,Portland State University ,Portland State University,OR,public,,,2.6,,72%,49%,47%,,46%,26,,28%,16%,,,,1010,1230,16%,90%,,1%
2020,1,1,USNews,Princeton University ,Princeton University,NJ,private,100,100,4.9,2,98%,95%,96%,1,93%,186,7,74%,10%,5,5 to 1,11,1440,1570,91%,5%,12,59%
2020,57,57,USNews,Purdue University--West Lafayette ,Purdue University West Lafayette,IN,public,61,61,3.8,88,92%,76%,81%,5,74%,270,95,38%,20%,13,13 to 1,83,1180,1410,46%,58%,93,18%
2020,153,153,USNews,Quinnipiac University ,Quinnipiac University,CT,private,43,43,2.6,98,87%,69%,77%,8,73%,348,169,45%,2%,14,14 to 1,184,1090,1260,20%,72%,183,4%
2020,281,281,USNews,Regent University ,Regent University,VA,private,27,27,1.8,283,78%,49%,58%,9,50%,49,169,61%,2%,19,19 to 1,364,950,1170,11%,84%,303,2%
2020,202,202,USNews,Regis University ,Regis University,CO,private,36,36,2.2,154,80%,64%,68%,4,67%,113,194,59%,0%,14,14 to 1,204,1050,1230,25%,60%,276,4%
2020,50,50,USNews,Rensselaer Polytechnic Inst. ,Rensselaer Polytechnic Institute,NY,private,63,63,3.5,58,93%,88%,86%,-2,80%,270,34,52%,10%,13,13 to 1,44,1330,1500,64%,43%,69,10%
2020,17,17,USNews,Rice University ,Rice University,TX,private,83,83,4.2,19,97%,97%,95%,-2,92%,204,11,72%,8%,6,6 to 1,11,33,35,87%,11%,23,30%
2020,202,202,USNews,Robert Morris University ,Robert Morris University,PA,private,36,36,2.2,203,82%,57%,64%,7,54%,159,95,40%,4%,15,15 to 1,265,1030,1200,15%,85%,244,7%
2020,104,104,USNews,Rochester Inst. of Technology ,Rochester Institute of Technology,NY,private,51,51,3.4,137,89%,71%,70%,-1,67%,108,147,49%,5%,13,13 to 1,83,1200,1400,37%,66%,123,6%
2020,293,293-381,USNews,Roosevelt University ,Roosevelt University,IL,private,,,2.2,,67%,46%,39%,,33%,165,,65%,2%,,,,1010,1180,,65%,,4%
2020,166,166,USNews,Rowan University ,Rowan University,NJ,public,41,41,2.4,141,85%,59%,72%,13,61%,204,210,39%,1%,17,17 to 1,256,1005,1225,,73%,183,3%
2020,166,166,USNews,Rutgers University – Camden ,Rutgers University - Camden ,NJ,public,41,41,2.7,209,86%,52%,58%,6,52%,62,95,42%,8%,15,15 to 1,323,1000,1180,15%,71%,117,4%
2020,62,62,USNews,Rutgers University--New Brunswick ,Rutgers University - New Brunswick,NJ,public,60,60,3.4,73,93%,68%,80%,12,78%,59,210,42%,21%,16,16 to 1,90,1190,1410,38%,60%,65,7%
2020,132,132,USNews,Rutgers University – Newark,Rutgers University - Newark,NJ,public,46,46,2.7,154,86%,55%,64%,9,66%,4,227,28%,17%,16,16 to 1,295,1020,1190,22%,63%,93,5%
2020,218,218,USNews,Sacred Heart University ,Sacred Heart University,CT,private,34,34,2.4,167,83%,66%,70%,4,60%,335,290,37%,1%,13,13 to 1,307,1100,1240,11%,60%,211,9%
2020,97,97,USNews,Saint Louis University,Saint Louis University,,private,52,52,3,103,90%,76%,78%,2,66%,297,95,47%,9%,9,9 to 1,74,25,31,48%,58%,83,10%
2020,281,281,USNews,Sam Houston State University ,Sam Houston State University,TX,public,27,27,2.2,278,78%,47%,53%,6,48%,84,320,27%,13%,24,24 to 1,323,1000,1140,19%,79%,365,7%
2020,147,147,USNews,Samford University ,Samford University,AL,private,44,44,2.6,103,89%,79%,76%,-3,65%,360,64,63%,4%,13,13 to 1,139,23,29,33%,82%,174,8%
2020,147,147,USNews,San Diego State University,San Diego State University,,public,44,44,3,117,90%,58%,75%,17,70%,66,367,28%,24%,25,25 to 1,163,1110,1310,29%,34%,370,6%
2020,54,54,USNews,Santa Clara University ,Santa Clara University,CA,private,62,62,3.1,33,95%,80%,91%,11,88%,315,58,46%,1%,11,11 to 1,65,1270,1440,49%,50%,76,19%
2020,192,192,USNews,Seattle Pacific University,Seattle Pacific University,,private,38,38,2.4,150,82%,61%,68%,7,59%,176,227,54%,3%,13,13 to 1,295,1030,1240,1%,90%,200,4%
2020,139,139,USNews,Seattle University,Seattle University,,private,45,45,2.6,107,85%,71%,73%,2,67%,303,136,62%,1%,11,11 to 1,134,1130,1320,27%,76%,123,6%
2020,139,139,USNews,Seton Hall University ,Seton Hall University,NJ,private,45,45,3,161,84%,68%,70%,2,63%,147,182,46%,2%,13,13 to 1,139,1150,1310,29%,70%,148,9%
2020,263,263,USNews,Shenandoah University ,Shenandoah University,VA,private,29,29,1.9,219,81%,59%,58%,-1,46%,335,120,66%,2%,10,10 to 1,288,980,1190,25%,70%,183,5%
2020,125,125,USNews,Simmons University ,Simmons University,MA,private,48,48,2.4,117,83%,69%,80%,11,75%,70,227,69%,2%,11,11 to 1,143,1130,1300,29%,70%,83,13%
2020,272,272,USNews,South Dakota State University,South Dakota State University,,public,28,28,2.5,247,77%,62%,57%,-5,47%,241,357,32%,18%,17,17 to 1,215,20,26,16%,92%,219,7%
2020,254,254,USNews,Southern Illinois University--Carbondale,Southern Illinois University--Carbondale,,public,30,30,2.4,347,68%,51%,41%,-10,29%,270,95,60%,6%,13,13 to 1,163,1020,1300,15%,72%,55,4%
2020,293,293-381,USNews,Southern Illinois University--Edwardsville,Southern Illinois University Edwardsville,,public,,,2.1,,74%,58%,47%,,37%,315,,48%,8%,,,,21,27,19%,87%,,3%
2020,64,64,USNews,Southern Methodist University ,Southern Methodist University,TX,private,59,59,3.3,82,91%,80%,78%,-2,67%,360,36,59%,9%,11,11 to 1,59,29,33,49%,51%,72,18%
2020,293,293-381,USNews,Spalding University ,Spalding University,KY,private,,,1.8,,72%,43%,45%,,,270,,,,,,,18,23,,59%,,
2020,228,228,USNews,St. Catherine University ,St. Catherine University,MN,private,33,33,2.1,195,82%,63%,60%,-3,58%,27,290,58%,2%,11,11 to 1,234,20,26,24%,70%,244,12%
2020,166,166,USNews,St. John Fisher College ,St. John Fisher College,NY,private,41,41,2.1,127,86%,63%,73%,10,67%,125,136,44%,1%,12,12 to 1,204,1080,1250,24%,64%,244,8%
2020,179,179,USNews,St. John's University ,St. John's University (NY),NY,private,40,40,2.8,209,83%,60%,61%,1,58%,39,182,32%,5%,17,17 to 1,190,1070,1270,21%,73%,244,4%
2020,6,6,USNews,Stanford University ,Stanford University,CA,private,93,93,4.9,10,98%,94%,94%,,93%,241,13,69%,11%,5,5 to 1,7,1420,1570,96%,4%,5,30%
2020,293,293-381,USNews,Stephen F. Austin State University ,Stephen F. Austin State University,TX,public,,,2.3,,71%,50%,43%,,,125,,30%,9%,,,,990,1180,13%,65%,,3%
2020,74,74,USNews,Stevens Institute of Technology ,Stevens Institute of Technology,NJ,private,57,57,2.9,52,95%,84%,87%,3,91%,108,169,39%,10%,10,10 to 1,33,1330,1480,72%,41%,132,17%
2020,91,91,USNews,Stony Brook--SUNY,Stony Brook University,,public,53,53,3.3,117,90%,67%,74%,7,76%,24,309,36%,25%,18,18 to 1,74,1230,1420,47%,42%,76,6%
2020,121,121,USNews,SUNY Col. of Envir. Sci. and Forestry,SUNY College of Environmental Science and Forestry,,public,49,49,2.6,112,82%,73%,77%,4,73%,176,110,44%,10%,13,13 to 1,143,1120,1310,25%,61%,83,18%
2020,54,54,USNews,Syracuse University ,Syracuse University,NY,private,62,62,3.4,69,91%,74%,83%,9,80%,90,48,57%,9%,15,15 to 1,95,1180,1370,39%,50%,83,11%
2020,104,104,USNews,Temple University ,Temple University,PA,public,51,51,3.1,117,90%,59%,73%,14,67%,105,182,39%,8%,14,14 to 1,152,1130,1320,23%,59%,148,6%
2020,293,293-381,USNews,Tennessee State University,Tennessee State University,,public,,,2.1,,52%,41%,30%,,29%,186,,60%,2%,,,,17,21,,52%,,
2020,272,272,USNews,Tennessee Technological Univ.,Tennessee Tech University,,public,28,28,2.2,273,77%,58%,55%,-3,47%,186,194,47%,10%,18,18 to 1,173,21,27,27%,76%,322,6%
2020,293,293-381,USNews,Texas A&M Univ.--Kingsville,Texas A&M University--Kingsville,,public,,,2.1,,69%,34%,37%,,31%,165,,31%,5%,,,,940,1130,14%,89%,,1%
2020,70,70,USNews,Texas A&M University--College Station,Texas A&M University,,public,58,58,3.7,73,91%,78%,82%,4,76%,96,300,21%,27%,20,20 to 1,79,1170,1380,63%,67%,103,17%
2020,293,293-381,USNews,Texas A&M University--Commerce,Texas A&M University--Commerce,,public,,,2.2,,68%,44%,43%,,34%,165,,34%,5%,,,,960,1140,16%,34%,,3%
2020,293,293-381,USNews,Texas A&M University--Corpus Christi,Texas A&M University--Corpus Christi,,public,,,2.2,,58%,44%,37%,,30%,241,,27%,16%,,,,980,1160,14%,87%,,4%
2020,97,97,USNews,Texas Christian University,Texas Christian University,,private,52,52,2.9,78,91%,80%,83%,3,76%,370,85,44%,5%,13,13 to 1,83,26,30,50%,41%,148,18%
2020,293,293-381,USNews,Texas Southern University,Texas Southern University,,public,,,2.1,,52%,30%,21%,,21%,204,,34%,13%,,,,830,990,4%,57%,,3%
2020,293,293-381,USNews,Texas State University,Texas State University,,public,,,2.2,,78%,52%,55%,,50%,138,,28%,16%,,,,1010,1180,13%,78%,,4%
2020,218,218,USNews,Texas Tech University,Texas Tech University,,public,34,34,2.9,203,84%,61%,60%,-1,51%,291,351,27%,21%,20,20 to 1,190,1070,1240,19%,71%,294,11%
2020,293,293-381,USNews,Texas Wesleyan University,Texas Wesleyan University,,private,,,2.1,,52%,48%,38%,,38%,159,,71%,0%,,,,975,1090,10%,36%,,7%
2020,293,293-381,USNews,Texas Woman's University,Texas Woman's University,,public,,,2.3,,77%,44%,43%,,36%,200,,30%,11%,,,,970,1160,18%,87%,,2%
2020,139,139,USNews,The Catholic University of America ,The Catholic University of America,DC,private,45,45,2.8,127,86%,74%,75%,1,70%,370,160,60%,4%,7,7 to 1,159,1140,1320,,84%,83,10%
2020,153,153,USNews,The New School ,The New School,NY,private,43,43,2.9,161,82%,69%,72%,3,68%,147,95,91%,1%,9,9 to 1,307,1150,1360,17%,57%,103,2%
2020,228,228,USNews,The Sage Colleges ,The Sage Colleges ,NY,private,33,33,2.1,219,78%,49%,62%,13,59%,24,280,53%,0%,12,12 to 1,373,940,1140,11%,93%,254,8%
2020,153,153,USNews,Thomas Jefferson University ,Thomas Jefferson University,PA,private,43,43,2.4,187,83%,64%,64%,,53%,147,120,65%,4%,13,13 to 1,204,1060,1240,25%,58%,21,3%
2020,293,293-381,USNews,Touro College ,Touro University,NY,private,,,1.8,,71%,61%,45%,,33%,200,,86%,1%,,,,1085,1350,,71%,,
2020,197,197,USNews,Towson University ,Towson University,MD,public,37,37,2.5,127,85%,61%,73%,12,72%,186,328,28%,3%,17,17 to 1,256,1060,1200,14%,79%,359,4%
2020,293,293-381,USNews,Trevecca Nazarene University ,Trevecca Nazarene University,TN,private,,,1.7,,78%,56%,55%,,49%,147,,56%,6%,,,,19,25,22%,64%,,5%
2020,293,293-381,USNews,Trinity International University ,Trinity International University,IL,private,,,1.8,,64%,51%,46%,,43%,125,,83%,0%,,,,20,27,,75%,,
2020,29,29,USNews,Tufts University ,Tufts University,MA,private,72,72,3.8,19,97%,98%,93%,-5,91%,328,27,69%,7%,9,9 to 1,23,31,34,78%,15%,31,22%
2020,40,40,USNews,Tulane University ,Tulane University,LA,private,67,67,3.6,58,93%,81%,85%,4,77%,365,27,62%,6%,8,8 to 1,33,30,33,63%,17%,33,17%
2020,29,29,USNews,U. of North Carolina--Chapel Hill,University of North Carolina at Chapel Hill,,public,72,72,4.1,27,97%,90%,90%,,86%,165,85,38%,12%,13,13 to 1,44,27,33,78%,22%,33,19%
2020,228,228,USNews,U. of North Carolina--Charlotte,University of North Carolina at Charlotte,,public,33,33,2.8,230,83%,58%,59%,1,55%,84,346,26%,24%,19,19 to 1,184,21,26,17%,67%,339,3%
2020,272,272,USNews,U. of North Carolina--Greensboro,University of North Carolina at Greensboro,,public,28,28,2.6,268,76%,56%,51%,-5,48%,27,357,23%,24%,17,17 to 1,301,990,1160,14%,84%,322,6%
2020,185,185,USNews,Union University ,Union University,TN,private,39,39,1.9,150,86%,69%,70%,1,57%,96,48,75%,0%,9,9 to 1,101,23,30,34%,57%,283,3%
2020,166,166,USNews,Univ. of Maryland--Baltimore County,"University of Maryland, Baltimore County",,public,41,41,3,167,87%,66%,68%,2,67%,204,309,36%,13%,19,19 to 1,113,1190,1360,23%,58%,183,4%
2020,64,64,USNews,Univ. of Maryland--College Park,"University of Maryland, College Park",,public,59,59,3.7,40,95%,86%,86%,,80%,322,182,45%,17%,18,18 to 1,44,1290,1480,75%,47%,103,7%
2020,293,293-381,USNews,Univ. of Maryland--Eastern Shore,"University of Maryland, Eastern Shore",,public,,,2.1,,64%,40%,39%,,35%,53,,62%,2%,,,,870,1050,,54%,,2%
2020,64,64,USNews,Univ. of Massachusetts--Amherst,University of Massachusetts--Amherst,,public,59,59,3.4,88,91%,70%,80%,10,75%,186,58,49%,18%,17,17 to 1,95,1200,1390,32%,60%,117,9%
2020,228,228,USNews,Univ. of Massachusetts--Boston,University of Massachusetts--Boston,,public,33,33,2.6,300,78%,52%,48%,-4,47%,27,169,38%,6%,16,16 to 1,279,1020,1220,15%,78%,148,4%
2020,218,218,USNews,Univ. of Massachusetts--Dartmouth,University of Massachusetts--Dartmouth,,public,34,34,2.6,292,73%,53%,56%,3,50%,84,95,51%,10%,16,16 to 1,330,990,1190,14%,78%,183,2%
2020,179,179,USNews,Univ. of Massachusetts--Lowell,University of Massachusetts--Lowell,,public,40,40,2.5,203,86%,61%,63%,2,56%,147,136,47%,7%,17,17 to 1,143,1150,1320,25%,72%,183,11%
2020,139,139,USNews,Univ. of Missouri,University of Missouri,,public,45,45,3.2,145,87%,71%,69%,-2,55%,354,227,39%,17%,17,17 to 1,125,23,29,30%,78%,200,12%
2020,263,263,USNews,Univ. of Missouri--Kansas City,University of Missouri--Kansas City,,public,29,29,2.5,294,75%,63%,48%,-15,40%,108,210,51%,11%,15,15 to 1,143,21,28,33%,56%,219,5%
2020,281,281,USNews,Univ. of Missouri--St. Louis,University of Missouri-St Louis,,public,27,27,2.4,283,76%,63%,52%,-11,45%,96,280,50%,9%,19,19 to 1,184,21,27,26%,73%,294,4%
2020,139,139,USNews,Univ. of Nebraska--Lincoln,University of Nebraska-Lincoln,,public,45,45,3.2,154,83%,70%,69%,-1,59%,303,271,35%,18%,18,18 to 1,143,22,29,26%,80%,148,18%
2020,104,104,USNews,Univ. of South Carolina,University of South Carolina-Columbia,,public,51,51,3.2,107,88%,71%,77%,6,69%,322,169,37%,17%,17,17 to 1,95,1190,1360,29%,63%,200,14%
2020,293,293-381,USNews,Univ. of Southern Mississippi,University of Southern Mississippi,,public,,,2.3,,73%,57%,49%,,38%,165,,40%,13%,,,,19,26,,98%,,8%
2020,46,46,USNews,Univ. of Wisconsin--Madison,University of Wisconsin-Madison,,public,65,65,4.1,40,95%,84%,87%,3,84%,297,147,45%,22%,17,17 to 1,59,27,32,54%,52%,61,12%
2020,293,293-381,USNews,Univ. of Wisconsin--Milwaukee,University of Wisconsin-Milwaukee,,public,,,2.8,,73%,54%,44%,,35%,291,,42%,12%,,,,20,25,10%,88%,,3%
2020,147,147,USNews,University at Albany--SUNY,SUNY University at Albany,,public,44,44,2.8,167,83%,59%,64%,5,64%,27,210,42%,14%,19,19 to 1,190,1100,1260,20%,52%,164,6%
2020,79,79,USNews,University at Buffalo--SUNY,University at Buffalo,,public,55,55,3.1,107,87%,66%,76%,10,73%,66,120,29%,23%,14,14 to 1,125,1160,1330,35%,56%,117,11%
2020,293,293-381,USNews,University of Akron ,The University of Akron,OH,public,,,2.2,,73%,49%,45%,,31%,335,,45%,7%,,,,19,26,16%,69%,,3%
2020,153,153,USNews,University of Alabama,The University of Alabama,,public,43,43,3.1,141,87%,75%,72%,-3,58%,377,295,34%,23%,22,22 to 1,113,23,31,36%,59%,231,23%
2020,166,166,USNews,University of Alabama--Birmingham,University of Alabama at Birmingham,,public,41,41,2.9,242,82%,62%,58%,-4,48%,147,271,41%,17%,19,19 to 1,143,21,29,28%,92%,33,7%
2020,263,263,USNews,University of Alabama--Huntsville,University of Alabama in Huntsville,,public,29,29,2.5,273,82%,63%,52%,-11,42%,315,339,26%,21%,18,18 to 1,73,25,31,34%,81%,174,3%
2020,263,263,USNews,University of Alaska--Fairbanks,University of Alaska Fairbanks,,public,29,29,2.5,339,76%,55%,40%,-15,33%,285,69,70%,3%,8,8 to 1,265,17,25,21%,77%,33,
2020,117,117,USNews,University of Arizona,University of Arizona,,public,50,50,3.6,195,81%,65%,64%,-1,60%,70,136,45%,16%,15,15 to 1,170,21,28,32%,84%,83,9%
2020,153,153,USNews,University of Arkansas,University of Arkansas,,public,43,43,3,187,83%,67%,66%,-1,52%,370,194,46%,18%,19,19 to 1,134,23,29,25%,77%,183,21%
2020,293,293-381,USNews,University of Arkansas--Little Rock,University of Arkansas at Little Rock,,public,,,2.4,,69%,50%,35%,,29%,214,,,,,,,18,25,,65%,,
2020,293,293-381,USNews,University of Bridgeport ,University of Bridgeport,CT,private,,,1.9,,65%,36%,42%,,36%,119,,71%,1%,,,,900,1090,6%,57%,,4%
2020,22,22,USNews,University of California--Berkeley,"University of California, Berkeley",,public,78,78,4.7,23,97%,88%,91%,3,89%,70,44,53%,19%,20,20 to 1,18,1300,1530,98%,15%,45,8%
2020,39,39,USNews,University of California--Davis,"University of California, Davis",,public,68,68,3.9,48,93%,84%,86%,2,84%,9,136,36%,29%,20,20 to 1,51,1150,1410,100%,41%,31,7%
2020,36,36,USNews,University of California--Irvine,"University of California, Irvine",,public,70,70,3.8,46,93%,78%,83%,5,81%,3,58,53%,23%,18,18 to 1,51,1180,1440,99%,29%,61,7%
2020,20,20,USNews,University of California--Los Angeles,"University of California, Los Angeles",,public,80,80,4.3,27,97%,87%,90%,3,88%,13,27,51%,22%,18,18 to 1,23,1270,1520,97%,14%,20,7%
2020,104,104,USNews,University of California--Merced,"University of California, Merced",,public,51,51,2.7,176,83%,43%,66%,23,65%,7,246,28%,27%,20,20 to 1,351,1000,1190,,66%,93,13%
2020,91,91,USNews,University of California--Riverside,"University of California, Riverside",,public,53,53,3.1,107,90%,74%,75%,1,75%,1,280,21%,30%,21,21 to 1,79,1110,1330,94%,51%,110,2%
2020,37,37,USNews,University of California--San Diego,"University of California, San Diego",,public,69,69,3.9,40,95%,85%,86%,1,84%,21,147,43%,32%,19,19 to 1,30,1250,1470,100%,30%,23,4%
2020,34,34,USNews,University of California--Santa Barbara,"University of California, Santa Barbara",,public,71,71,3.6,58,93%,84%,87%,3,84%,9,22,50%,18%,17,17 to 1,33,1230,1480,100%,32%,72,17%
2020,84,84,USNews,University of California--Santa Cruz,"University of California, Santa Cruz",,public,54,54,3.1,95,90%,81%,76%,-5,74%,2,246,36%,30%,19,19 to 1,51,1170,1400,96%,48%,123,3%
2020,293,293-381,USNews,University of Central Arkansas,University of Central Arkansas,,public,,,2.1,,73%,55%,41%,,32%,270,,48%,2%,,,,21,27,21%,91%,,6%
2020,166,166,USNews,University of Central Florida,University of Central Florida,,public,41,41,2.8,127,90%,62%,73%,11,70%,70,362,26%,25%,30,30 to 1,113,1160,1340,34%,43%,350,3%
2020,293,293-381,USNews,University of Charleston ,University of Charleston,WV,private,,,2.3,,65%,53%,46%,,23%,377,,53%,1%,,,,18,23,,50%,,5%
2020,6,6,USNews,University of Chicago,University of Chicago,,private,93,93,4.6,10,99%,98%,94%,-4,89%,335,1,79%,6%,5,5 to 1,1,33,35,99%,7%,7,40%
2020,139,139,USNews,University of Cincinnati,University of Cincinnati – Uptown,,public,45,45,2.9,150,87%,62%,68%,6,59%,291,227,38%,15%,16,16 to 1,125,24,29,24%,73%,140,9%
2020,104,104,USNews,University of Colorado--Boulder,University of Colorado Boulder,,public,51,51,3.7,137,87%,71%,71%,,59%,359,210,44%,17%,18,18 to 1,107,1150,1360,29%,82%,81,6%
2020,293,293-381,USNews,University of Colorado--Colorado Springs,University of Colorado Denver/Anschutz Medical Campus,,public,,,2.7,,68%,57%,45%,,40%,265,,44%,8%,,,,1010,1210,13%,91%,,5%
2020,254,254,USNews,University of Colorado--Denver,University of Colorado Colorado Springs,,public,30,30,2.8,321,70%,60%,48%,-12,43%,90,339,36%,9%,18,18 to 1,259,1020,1210,22%,64%,40,3%
2020,64,64,USNews,University of Connecticut,University of Connecticut,,public,59,59,3.3,58,93%,76%,85%,9,78%,265,85,52%,16%,16,16 to 1,74,1210,1420,50%,49%,69,9%
